section_id,chapter_id,section_number,title,title_tsv
1265,1810,562.5,Nephrocalcinosis,nephrocalcinosis
1266,1811,563.1,Congenital Anomalies,anomalies congenital
1267,1811,563.2,Autosomal Recessive Polycystic,autosomal polycystic recessive
1268,1811,563.1,and 563.2).,2 563 and
1269,1811,563.3,Autosomal Dominant Polycystic,autosomal dominant polycystic
1270,1813,563.4,Trauma,trauma
1271,1813,563.5,Renal Tumors,renal tumors
1272,1813,564.1,Infectious Causes of Cystitis and,and causes cystitis i nfectious of
1273,1813,564.2,Hemorrhagic Cystitis,cystitis hemorrhagic
1274,1813,564.3,Vigorous Exercise,exercise vigorous
1275,1814,566.1,Transient Proteinuria,proteinuria transient
1276,1814,566.2,Orthostatic (Postural) Proteinuria,orthostatic postural proteinuria
1277,1814,566.3,Fixed Proteinuria,fixed proteinuria
1278,1815,0.3,g/1.73 m2/day,1 73 day g m2
1279,1817,567.1,Idiopathic Nephrotic Syndrome,idiopathic nephrotic syndrome
1280,1820,567.2,Secondary Nephrotic Syndrome,nephrotic secondary syndrome
1281,1820,567.3,Congenital Nephrotic Syndrome,congenital nephrotic syndrome
1282,1821,569.1,Proximal (Type II) Renal Tubular,ii proximal renal tubular type
1283,1822,569.2,Distal (Type I) Renal Tubular Acidosis,acidosis distal i renal tubular type
1284,1822,569.3,Hyperkalemic (Type IV) Renal Tubular,hyperkalemic iv renal tubular type
1285,1823,569.4,Rickets Associated with Renal Tubular,associated renal rickets tubular with
1286,1824,571.1,Bartter Syndrome,bartter syndrome
1287,1825,571.2,Gitelman Syndrome,gitelman syndrome
1288,1825,571.3,Other Inherited Tubular Transport,inherited other transport tubular
1289,1825,572.1,Acute Kidney Injury,acute injury kidney
1290,1825,3.0,"times baseline, OR",baseline or times
1291,1828,572.2,Chronic Kidney Disease,chronic disease kidney
1292,1830,572.3,End-­Stage Kidney Disease,disease end kidney stage
1293,1836,575.5,and 575.6).,575 6 and
1294,1837,99.8,(99–100),100 99
1295,1854,1.1,± 0.2 cm. The diagnosis of micropenis in a male newborn is if the,0 2 a cm diagnosis if in is male micropenis newborn of the
1296,1861,3.3,mg/dL GFR†,dl gfr mg
1297,1861,1.73,m2/24 hr,24 hr m2
1298,1862,0.4,"mg at bedtime, may facilitate stone passage by decreasing ureteral",at bedtime by decreasing facilitate may mg passage stone ureteral
1299,1873,7.5,g/m2 in women and females <20,20 and females g in m2 women
1300,1881,0.35,"mg) can cause significant irregular spotting, so if full suppression is the goal, then other progestins can be used daily, such as",as be can cause daily full goal if irregular is mg other progestins significant so spotting such suppression the then used
1301,1882,593.2,lists potential risks and protective factors for FGM.,and factors fgm for lists potential protective risks
1302,1892,0.5,mg/day until cessation of growth occurs. Short-­term side effects,cessation day effects growth mg occurs of short side term until
1303,1893,598.1,Overgrowth Syndromes,overgrowth syndromes
1304,1896,600.1,Central Precocious Puberty,central precocious puberty
1305,1897,600.1,"and 600.2). For females, these include tumors of the ovaries, autonomously functioning ovarian cysts, feminizing adrenal",2 600 adrenal and autonomously cysts females feminizing for functioning include of ovarian ovaries the these tumors
1306,1898,600.2,Precocious Puberty Resulting from,from precocious puberty resulting
1307,1899,600.3,Precocious Puberty After Irradiation,after irradiation precocious puberty
1308,1899,600.4,Syndrome of Precocious Puberty and,and of precocious puberty syndrome
1309,1899,600.5,Chorionic Gonadotropin-­Secreting,chorionic gonadotropin secreting
1310,1899,600.6,McCune-­Albright Syndrome,albright mccune syndrome
1311,1900,600.7,Familial Male-­Limited Gonadotropin-­,familial gonadotropin limited male
1312,1900,2.5,"mg/day or anastrozole 1 mg/day) has been used—the latter compounds to suppress estrogens derived from androgens, which potently",1 anastrozole androgens been compounds day derived estrogens from has latter mg or potently suppress the to used which
1313,1900,600.8,Incomplete (Partial) Precocious,incomplete partial precocious
1314,1900,600.9,Medicational Precocity,medicational precocity
1315,1900,600.10,Delayed or Absent Puberty,absent delayed or puberty
1316,1904,601.1,Thyroid Hormone Studies,hormone studies thyroid
1317,1910,605.1,Congenital Goiter,congenital goiter
1318,1910,605.2,Intratracheal Goiter,goiter intratracheal
1319,1910,605.3,Endemic Goiter and Cretinism,and cretinism endemic goiter
1320,1911,605.4,Acquired Goiter,acquired goiter
1321,1911,606.1,Graves Disease,disease graves
1322,1914,606.2,Congenital Hyperthyroidism,congenital hyperthyroidism
1323,1915,607.1,Thyroid Nodules,nodules thyroid
1324,1918,611.1,and Fig. 611.1). After the second to third day and during the first,1 611 after and day during fig first second the third to
1325,1922,613.1,Other Causes of Hypercalcemia,causes hypercalcemia of other
1326,1923,614.1,Histology and Embryology,and embryology histology
1327,1923,614.2,Adrenal Steroid Biosynthesis,adrenal biosynthesis steroid
1328,1924,614.1,and 614.2). Shortly after the fetal adrenal gland forms (weeks,2 614 adrenal after and fetal forms gland shortly the weeks
1329,1924,614.3,Regulation of the Adrenal Cortex,adrenal cortex of regulation the
1330,1925,614.4,Adrenal Steroid Hormone Actions,actions adrenal hormone steroid
1331,1926,614.5,Adrenal Medulla,adrenal medulla
1332,1926,615.1,Primary Adrenal Insufficiency,adrenal insufficiency primary
1333,1926,106.2,and 639.3). High levels of very long-­chain fatty acids are found,3 639 acids and are chain fatty found high levels long of very
1334,1930,615.2,Secondary and Tertiary Adrenal,adrenal and secondary tertiary
1335,1931,615.3,Adrenal Insufficiency in the Critical,adrenal critical in insufficiency the
1336,1931,615.4,Altered End-­Organ Sensitivity to,altered end organ sensitivity to
1337,1932,616.1,Congenital Adrenal Hyperplasia,adrenal congenital hyperplasia
1338,1935,0.4,"mg daily, and often require sodium supplementation (sodium chloride 8 mmol/kg) in addition to the mineralocorticoid. Older infants",8 addition and chloride daily in infants kg mg mineralocorticoid mmol often older require sodium supplementation the to
1339,1935,616.3,Congenital Adrenal Hyperplasia,adrenal congenital hyperplasia
1340,1935,616.2,Congenital Adrenal Hyperplasia,adrenal congenital hyperplasia
1341,1936,616.4,Congenital Adrenal Hyperplasia,adrenal congenital hyperplasia
1342,1936,616.5,Lipoid Adrenal Hyperplasia,adrenal hyperplasia lipoid
1343,1936,616.6,Deficiency of P450 Oxidoreductase,deficiency of oxidoreductase p450
1344,1936,616.7,Aldosterone Synthase Deficiency,aldosterone deficiency synthase
1345,1937,616.8,Glucocorticoid-­Remediable,glucocorticoid remediable
1346,1937,617.1,Adrenocortical Carcinoma,adrenocortical carcinoma
1347,1938,617.2,Adrenal Incidentaloma,adrenal incidentaloma
1348,1938,617.3,Adrenal Calcification,adrenal calcification
1349,1944,13.5,"years of age, reaching maturity at 13-­17 years of age. In a minority",13 17 a age at in maturity minority of reaching years
1350,1945,623.1,Hypergonadotropic Hypogonadism in,hypergonadotropic hypogonadism in
1351,1947,623.2,Hypogonadotropic Hypogonadism in,hypogonadism hypogonadotropic in
1352,1949,626.1,Hypergonadotropic Hypogonadism in,hypergonadotropic hypogonadism in
1353,1952,626.2,Hypogonadotropic Hypogonadism,hypogonadism hypogonadotropic
1354,1953,628.1,illustrates the production of steroid hormones in various glands and,and glands hormones illustrates in of production steroid the various
1355,1954,628.1,"46,XX DSD",46 dsd xx
1356,1956,628.2,"46,XY DSD",46 dsd xy
1357,1958,628.3,Ovotesticular DSD,dsd ovotesticular
1358,1959,629.1,Classification of Diabetes Mellitus,classification diabetes mellitus of
1359,1960,7.0,mmol/L),l mmol
1360,1960,629.2,Type 1 Diabetes Mellitus (Immune,1 diabetes immune mellitus type
1361,1960,32.9,in Whites.,in whites
1362,1961,13.1,- 14.4,14 4
1363,1964,1.6,mEq,meq
1364,1965,0.2,units/kg/day,day kg units
1365,1970,629.3,Type 2 Diabetes Mellitus,2 diabetes mellitus type
1366,1972,629.4,Other Specific Types of Diabetes,diabetes of other specific types
1367,1982,631.1,Neural Tube Defects,defects neural tube
1368,1982,631.2,Myelomeningocele,myelomeningocele
1369,1983,631.3,Occult Spinal Dysraphism,dysraphism occult spinal
1370,1983,631.3,and 631.4). A spine x-­ray in simple spina bifida occulta shows a,4 631 a and bifida in occulta ray shows simple spina spine x
1371,1983,631.4,Encephalocele,encephalocele
1372,1984,631.5,Anencephaly,anencephaly
1373,1984,631.6,Malformations of Cortical,cortical malformations of
1374,1986,631.7,Disorders with Midline Defects,defects disorders midline with
1375,1989,631.8,Dysgenesis of the Cranial Nerves and,and cranial dysgenesis nerves of the
1376,1990,631.9,Hydrocephalus,hydrocephalus
1377,1992,631.10,Craniosynostosis,craniosynostosis
1378,1999,633.1,Febrile Seizures,febrile seizures
1379,2000,633.2,Unprovoked Seizures,seizures unprovoked
1380,2001,633.3,Focal Seizures and Related Epilepsy,and epilepsy focal related seizures
1381,2001,633.4,Generalized Seizures and Related,and generalized related seizures
1382,2003,633.5,Mechanisms of Seizures,mechanisms of seizures
1383,2003,633.6,Treatment of Seizures and Epilepsy,and epilepsy of seizures treatment
1384,2006,2.5,mg/mL soln,mg ml soln
1385,2010,633.7,Neonatal Seizures,neonatal seizures
1386,2013,0.1,"mg/kg when used for acute treatment of seizures, and 0.05 mg/kg",0 05 acute and for kg mg of seizures treatment used when
1387,2013,633.8,Status Epilepticus,epilepticus status
1388,2015,0.1,"mg/kg up to maximum of 4 mg, may repeat in 5-­10 min",10 4 5 in kg maximum may mg min of repeat to up
1389,2015,0.1,mg/kg up to maximum of 5 mg,5 kg maximum mg of to up
1390,2015,0.2,"mg/kg up to 10 mg total dose, may repeat in 5-­10 min",10 5 dose in kg may mg min repeat to total up
1391,2015,0.2,mg/kg,kg mg
1392,2015,0.2,mg/kg,kg mg
1393,2015,0.5,mg/kg,kg mg
1394,2015,0.15,mg/kg up to a maximum total dose of 10 mg; may repeat in 5-­10 min,10 5 a dose in kg maximum may mg min of repeat to total up
1395,2016,633.9,Reflex Seizures (Stimulus-­Precipitated,precipitated reflex seizures stimulus
1396,2016,633.10,Nodding Syndrome,nodding syndrome
1397,2021,635.1,Migraine,migraine
1398,2024,12.5,mg,mg
1399,2024,2.5,mg,mg
1400,2024,2.5,mg,mg
1401,2024,0.5,mg/kg/24 hr,24 hr kg mg
1402,2025,0.15,mg/kg/IV; max,iv kg max mg
1403,2025,0.2,mg/kg IV; 10 mg,10 iv kg mg
1404,2025,0.5,mg/kg IV; 15 mg,15 iv kg mg
1405,2025,0.5,mg/dose every,dose every mg
1406,2025,1.0,mg/dose every 8,8 dose every mg
1407,2025,0.5,mg/spray,mg spray
1408,2026,16.8,± 2.0 years (minimum 11 years; maximum 21 years). OnabotulinumtoxinA injections improved disability scores (PedMIDAS) and,0 11 2 21 and disability improved injections maximum minimum onabotulinumtoxina pedmidas scores years
1409,2026,635.2,Secondary Headaches,headaches secondary
1410,2027,635.3,Tension-­Type Headaches,headaches tension type
1411,2027,636.1,Neurofibromatosis,neurofibromatosis
1412,2030,636.2,Tuberous Sclerosis,sclerosis tuberous
1413,2031,636.3,Sturge-­Weber Syndrome,sturge syndrome weber
1414,2032,636.4,Von Hippel-­Lindau Disease,disease hippel lindau von
1415,2032,636.5,Linear Nevus Sebaceous Syndrome,linear nevus sebaceous syndrome
1416,2032,636.6,PHACE Syndrome,phace syndrome
1417,2032,636.7,Incontinentia Pigmenti,incontinentia pigmenti
1418,2033,637.1,Ataxias,ataxias
1419,2038,637.2,"Chorea, Athetosis, and Tremor",and athetosis chorea tremor
1420,2041,637.3,Myoclonus,myoclonus
1421,2041,637.4,Dystonia,dystonia
1422,2044,637.7,Pantothenate kinase–associated neurodegeneration,associated kinase neurodegeneration pantothenate
1423,2044,637.20,and Figure 637.9.,637 9 and figure
1424,2045,638.1,Cerebral Palsy,cerebral palsy
1425,2049,638.2,Mitochondrial Encephalomyopathies,encephalomyopathies mitochondrial
1426,2051,638.6,"and 638.8. However, brain MRI rarely leads to a specific genetic",638 8 a and brain genetic however leads mri rarely specific to
1427,2051,638.3,Other Encephalopathies,encephalopathies other
1428,2052,638.4,Autoimmune Encephalitis,autoimmune encephalitis
1429,2056,639.1,Sphingolipidoses,sphingolipidoses
1430,2058,639.2,Neuronal Ceroid Lipofuscinoses,ceroid lipofuscinoses neuronal
1431,2058,639.3,Adrenoleukodystrophy,adrenoleukodystrophy
1432,2058,639.4,Sialidosis,sialidosis
1433,2059,639.5,Miscellaneous Neurodegenerative,miscellaneous neurodegenerative
1434,2062,640.1,Acute Disseminated,acute disseminated
1435,2063,640.2,Optic Neuritis,neuritis optic
1436,2064,640.3,Transverse Myelitis,myelitis transverse
1437,2066,640.4,Multiple Sclerosis,multiple sclerosis
1438,2067,640.5,Myelin Oligodendrocyte,myelin oligodendrocyte
1439,2069,640.6,Neuromyelitis Optica Spectrum,neuromyelitis optica spectrum
1440,2071,641.1,Arterial Ischemic Stroke,arterial ischemic stroke
1441,2073,641.4,and see Table 641.3). Cranial ultrasound frequently misses,3 641 and cranial frequently misses see table ultrasound
1442,2074,641.2,Cerebral Sinovenous Thrombosis,cerebral sinovenous thrombosis
1443,2075,641.3,Spinal Cord Lesions Associated with,associated cord lesions spinal with
1444,2075,641.4,Hemorrhagic Stroke,hemorrhagic stroke
1445,2077,641.5,Differential Diagnosis of Strokelike,diagnosis differential of strokelike
1446,2079,643.1,Acute Bacterial Meningitis Beyond,acute bacterial beyond meningitis
1447,2081,643.2,"and 643.3 and see Chapter 643.2). Focal infections of the CNS,",2 3 643 and chapter cns focal infections of see the
1448,2085,7.5,divided q8h,divided q8h
1449,2085,7.5,divided q8h,divided q8h
1450,2086,643.2,Viral Meningoencephalitis,meningoencephalitis viral
1451,2088,643.3,Eosinophilic Meningitis,eosinophilic meningitis
1452,2093,646.1,Tethered Cord,cord tethered
1453,2093,646.2,Diastematomyelia (Split-­Cord,cord diastematomyelia split
1454,2094,646.3,Syringomyelia,syringomyelia
1455,2095,646.4,Spinal Cord Tumors,cord spinal tumors
1456,2095,646.5,Spinal Arteriovenous Malformations,arteriovenous malformations spinal
1457,2102,648.1,Myotubular Myopathy (Centronuclear,centronuclear myopathy myotubular
1458,2103,648.5,distinguishes CNM from other congenital myopathies.,cnm congenital distinguishes from myopathies other
1459,2103,648.2,Congenital Muscle Fiber–Type,congenital fiber muscle type
1460,2104,648.3,Nemaline Rod Myopathy,myopathy nemaline rod
1461,2104,648.4,Core Myopathies,core myopathies
1462,2105,648.7,shows a family with a recessive RYR1 gene variant in the index,a family gene in index recessive ryr1 shows the variant with
1463,2106,648.5,Myofibrillar Myopathies,myofibrillar myopathies
1464,2107,648.6,Brain Malformations and Muscle,and brain malformations muscle
1465,2108,648.7,Amyoplasia,amyoplasia
1466,2108,648.8,Muscular Dysgenesis (Proteus,dysgenesis muscular proteus
1467,2108,648.9,Benign Congenital Hypotonia,benign congenital hypotonia
1468,2108,648.10,Arthrogryposis,arthrogryposis
1469,2112,649.1,Duchenne and Becker Muscular,and becker duchenne muscular
1470,2112,649.1,Duchenne and Becker Muscular,and becker duchenne muscular
1471,2116,649.2,Emery-­Dreifuss Muscular Dystrophy/,dreifuss dystrophy emery muscular
1472,2116,649.3,Myotonic Muscular Dystrophy,dystrophy muscular myotonic
1473,2118,649.4,Limb-­Girdle Muscular Dystrophies,dystrophies girdle limb muscular
1474,2119,649.5,Facioscapulohumeral Muscular,facioscapulohumeral muscular
1475,2120,649.6,Congenital Muscular Dystrophies,congenital dystrophies muscular
1476,2122,651.1,Periodic Paralyses and Other Muscle,and muscle other paralyses periodic
1477,2123,651.2,Malignant Hyperthermia,hyperthermia malignant
1478,2124,651.3,Glycogenoses,glycogenoses
1479,2124,651.4,Mitochondrial Myopathies,mitochondrial myopathies
1480,2126,651.5,Lipid Myopathies,lipid myopathies
1481,2126,651.6,Vitamin E Deficiency Myopathy,deficiency e myopathy vitamin
1482,2127,652.1,Myasthenia Gravis,gravis myasthenia
1483,2130,2.6,mg for oculomotor symptoms. Side effects include nausea and,and effects for include mg nausea oculomotor side symptoms
1484,2131,652.2,Spinal Muscular Atrophies,atrophies muscular spinal
1485,2135,652.3,Other Motor Neuron Diseases,diseases motor neuron other
1486,2136,653.1,Peroneal Muscular Atrophy,atrophy muscular peroneal
1487,2141,653.2,Peroneal Muscular Atrophy (Axonal,atrophy axonal muscular peroneal
1488,2141,653.3,Congenital Hypomyelinating,congenital hypomyelinating
1489,2141,653.4,Roussy-­Lévy Syndrome,lévy roussy syndrome
1490,2141,653.5,Refsum Disease (HMSN Type IV) and,and disease hmsn iv refsum type
1491,2141,653.6,Fabry Disease,disease fabry
1492,2142,653.7,Giant Axonal Neuropathy,axonal giant neuropathy
1493,2142,653.8,Hypermyelinating (Tomaculous),hypermyelinating tomaculous
1494,2143,653.9,Leukodystrophies,leukodystrophies
1495,2143,653.10,Congenital Hereditary Sensory Pain,congenital hereditary pain sensory
1496,2146,655.1,Familial Dysautonomia,dysautonomia familial
1497,2147,655.2,Other Autonomic Neuropathies,autonomic neuropathies other
1498,2161,663.9,and Table 663.4.,4 663 and table
1499,2166,665.3,"and 665.4). Initial treatment of dacryocystocele is usually conservative, involving massage/digital decompression of the lacrimal",4 665 and conservative dacryocystocele decompression digital initial involving is lacrimal massage of the treatment usually
1500,2192,677.1,Idiopathic Sudden Sensorineural,idiopathic sensorineural sudden
1501,2208,686.1,Cutaneous Manifestations of Systemic,cutaneous manifestations of systemic
1502,2212,686.2,Multisystem Medication Reactions,medication multisystem reactions
